H0013797	1838-03	Wilhelm Weber auf der Reise nach London in Berlin. H. lädt Weber und Poggendorff zu einem Mittwoch um 10 Uhr zum Frühstück ein.	{H0005221=Berlin|H0005221, H0011492=London|H0011492}	{H0002047=Poggendorff|H0002047|https://upload.wikimedia.org/wikipedia/commons/6/69/Johann_Christian_Poggendorff.jpg, H0006276=Wilhelm Weber|H0006276|https://upload.wikimedia.org/wikipedia/commons/5/55/Wilhelm_Eduard_Weber_II.jpg}	[]
H0015177	1836-11-10	H. lobt die Jenaer Naturforscherversammlung im Gespräch mit Varnhagen von Ense.	{}	{H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg}	[]
H0015178	1836-11-20	In der Nacht zum 21.11. wird H. auf der Rückreise von Potsdam beinahe durch vom Sturm umgeworfene Pappeln erschlagen. [NB: Jahr noch unsicher!]	{H0008392=Potsdam|H0008392}	{}	[]
H0014569	1835-04-08	Wilhelm von Humboldt stirbt in Tegel. H. weilt in den letzten Tagen mehrfach bei ihm.	{H0009286=Tegel|H0009286}	{H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0014570	1835-06-10	H. in Paretz (B: 10. und 12.6.; am 26.6. wieder in Berlin eingetroffen); Friedrich Wilhelm III. ist seit dem 9.6. in Paretz, am 12.6. reist er über Spandau nach Charlottenburg, 19.6. Pfaueninsel, 20.6. Paretz, 23.6. zurück nach Charlottenburg.	{H0005221=Berlin|H0005221, H0007341=Charlottenburg|H0007341, H0008113=Paretz|H0008113, H0008243=Pfaueninsel|H0008243, H0010329=Spandau|H0010329}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0014571	1835-07-01	H. reist früh 4 Uhr von Berlin nach Teplitz ab. Rückkehr um den 29.7.Reisedaten Friedrich Wilhelm III.: 30.6. Abreise, 1.7. Ankunft in Teplitz, 24.7. Abreise, 25.7. Ankunft in Potsdam.	{H0005221=Berlin|H0005221, H0008392=Potsdam|H0008392, H0009328=Teplitz|H0009328}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0014572	1835-07-21	Von Teplitz aus auf dem Milleschauer.	{H0009328=Teplitz|H0009328}	{}	[]
H0014573	1835-08-06	H. reist von Berlin nach Paris ab. Reiseroute: Altona (7.8.; Besuch bei Schumacher), mit dem Dampfschiff in 55 Stunden von Cuxhaven nach Le Havre. Von dort reist er am 12.8. auf dem Wasserwege mit A. Valenciennes nach Rouen. H. trifft am 15.8. in Paris ein und bleibt bis Ende Dezember dort. Er wohnt kurze Zeit im Hôtel des Princes, dann im Hôtel de Londres, Rue des Petits Augustins n. 3. H. erhält in Paris den Auftrag des Königs Friedrich Wilhelm III., während der Abwesenheit des preußischen Gesandten unmittelbar über die Zustände und Ereignisse in Paris zu berichten.	{H0002417=Altona|H0002417, H0005221=Berlin|H0005221, H0008129=Paris|H0008129, H0010668=Rouen|H0010668, H0011407=Le Havre|H0011407}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg, H0002750=Achille Valenciennes|H0002750|https://upload.wikimedia.org/wikipedia/commons/e/ef/Achille_Valenciennes01.jpg}	[]
H0014574	1835-08-17	H. liest im „Institut“ eine „Note sur des empreintes de pieds d'un quadrupède, dans la formation de grès bigarré de Hildburghausen“.	{}	{}	[]
H0014575	1835-09-14	H. trifft Meyerbeer in Paris.	{H0008129=Paris|H0008129}	{H0014192=Meyerbeer|H0014192|https://upload.wikimedia.org/wikipedia/commons/3/3e/Meyerbeer_d%27apr%C3%A8s_P._Petit_b_1865.jpg}	[]
H0014576	1835-09-21	H. legt im „Institut“ Ehrenbergs „Naturreich des Menschen“ vor.	{}	{H0005875=Christian Gottfried Ehrenberg|H0005875|https://upload.wikimedia.org/wikipedia/commons/4/48/Ehrenberg_Christian_Gottfried_1795-1876.png}	[]
H0014577	1835-12-28	Etwa an diesem Tage tritt H. seine Rückreise von Paris nach Berlin an.	{H0005221=Berlin|H0005221, H0008129=Paris|H0008129}	{}	[]
H0014690	1808-01-03	Prinz Wilhelm trifft in Paris ein.	{H0008129=Paris|H0008129}	{H0002158=Prinzen Wilhelm|H0002158|https://upload.wikimedia.org/wikipedia/commons/4/46/Willem1783.jpg}	[]
H0014691	1808-01-06	H. speist bei dem französischen Schatzminister François Nicolas Comte de Mollien (1758–1850) in Paris; anwesend: Voght, Frau Mollien, der französische Schriftsteller Joseph Joubert (1754–1824) und der französische Staatsmann Dominique Vivant Baron Denon (1747–1825).	{H0008129=Paris|H0008129}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg, H0012231=Denon|H0012231|https://upload.wikimedia.org/wikipedia/commons/b/b7/Vivant_Denon.jpg}	[]
H0014692	1808-01-17	14 Uhr, H. stellt Voght dem Prinzen Wilhelm vor.	{}	{H0002158=Prinzen Wilhelm|H0002158|https://upload.wikimedia.org/wikipedia/commons/4/46/Willem1783.jpg, H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg}	[]
H0014693	1808-02-14	Gemeinsam mit Gay-Lussac führt H. hygrometrische Versuche aus.	{}	{H0013386=Joseph-Louis Gay-Lussac|H0013386|https://upload.wikimedia.org/wikipedia/commons/2/2f/Gaylussac.jpg}	[]
H0014694	1808-02-19	H. am Abend in Paris bei Touston; anwesend u.a. Talma und Voght.	{H0008129=Paris|H0008129}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg}	[]
H0014695	1808-02-29	H. liest im „Institut“ über die „réfractions dans la zone torride“ (Fortsetzung 7.3.; Schluß 14.3.).	{}	{}	[]
H0014696	1808-03-16	Voght und Pictet besuchen H. in der „École polytechnique“.	{}	{H0001968=M.-A. Pictet|H0001968|https://upload.wikimedia.org/wikipedia/commons/8/81/Pictet_Marc-Auguste.jpg, H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg}	[]
H0014697	1808-05-10	H. ißt zu Mittag beim russ. Gesandten Graf Tolstoj, anwesend: Baron Dégérando und Voght.	{}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg, H0012182=Baron Dégérando|H0012182|https://upload.wikimedia.org/wikipedia/commons/4/42/Joseph_Marie_Degerando.jpg}	[]
H0014698	1808-05-12	H. frühstückt bei Baron Dégérando in Paris, anwesend: Voght, der russ. Legationsrat Karl Robert Graf Nesselrode und der Besitzer einer Baumwollspinnerei für Blinde namens Herrmann.	{H0008129=Paris|H0008129}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg, H0004949=Karl Robert Graf Nesselrode|H0004949|https://upload.wikimedia.org/wikipedia/commons/3/3c/Karl_Nesselrode.jpg, H0012182=Baron Dégérando|H0012182|https://upload.wikimedia.org/wikipedia/commons/4/42/Joseph_Marie_Degerando.jpg}	[]
H0014699	1808-05-17	H. speist um 17 Uhr bei Baron Dégérando. Anwesend u.a.: Voght, der französische Naturforscher Joseph Philippe François Deleuze (1753–1835), der französische Historienmaler François André Vincent (1747–1816), das Ehepaar Montbrisson sowie die englische Schriftstellerin Frances d'Arbly, geb. Burney (1752–1840).	{}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg, H0012182=Baron Dégérando|H0012182|https://upload.wikimedia.org/wikipedia/commons/4/42/Joseph_Marie_Degerando.jpg, H0012205=Joseph Philippe François Deleuze|H0012205|https://upload.wikimedia.org/wikipedia/commons/d/d2/Joseph_Philippe_Fran%C3%A7ois_Deleuze.jpg}	[]
H0014700	1808-06-01	H. mit Prinz Wilhelm in Sèvres bei Paris; er kehrt am nächsten Tag nach Paris zurück.	{H0008129=Paris|H0008129}	{H0002158=Prinzen Wilhelm|H0002158|https://upload.wikimedia.org/wikipedia/commons/4/46/Willem1783.jpg}	[]
H0014701	1808-06-05	H. ißt zu Mittag bei dem französischen Schriftsteller Jean Baptiste Antoin Suard (1734–1817), er verspätete sich wegen eines Unfalls von Gay-Lussac; anwesend: Voght, der Astronom Jean Baptiste-Joseph Delambre (1749–1822), der Physiker Jean Baptiste Biot (1774–1862) und der Anatom Georges Cuvier (1769–1832).	{}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg, H0003358=Jean-Baptiste Biot|H0003358|https://upload.wikimedia.org/wikipedia/commons/8/8d/Jean_baptiste_biot.jpg, H0012189=Delambre|H0012189|https://upload.wikimedia.org/wikipedia/commons/0/00/Jean_Baptiste_Joseph_Delambre.png, H0013277=Cuvier|H0013277|https://upload.wikimedia.org/wikipedia/commons/7/78/Georges_Cuvier_3.jpg, H0013386=Joseph-Louis Gay-Lussac|H0013386|https://upload.wikimedia.org/wikipedia/commons/2/2f/Gaylussac.jpg}	[]
H0014702	1808-09-18	Prinz Wilhelm verläßt Paris. Damit endet H.s diplomatischer Auftrag. Er behält bis April 1827 seinen festen Wohnsitz in Paris, um sich unter Mitarbeit zahlreicher Gelehrter und Künstler der Herausgabe seines Reisewerks und anderen wissenschaftlichen Arbeiten zu widmen sowie um eine (in der ursprünglich geplanten Form nicht verwirklichte) asiatische Forschungsreise vorzubereiten. Das Erscheinen des großen amerikanischen Reisewerks zieht sich von 1805 bis 1835 hin. Es umfasst 34 Bände: Abt. 1 (Relation historique) 7 Bände; Abt. 2 (Zoologie) 2 Bände; Abt. 3 (Neuspanien) 3 Bände; Abt. 4 (Astronomie) 3 Bände; Abt. 5 (Pflanzengeographie) 1 Band; Abt. 6 (Botanik) 18 Bände. H. wohnt in Paris: École polytechnique, Montagne Sainte Geneviève (wohl bis März 1808; H. gibt aber auch noch danach gelegentlich „à I'École polytechnique Mtge Ste Geneviève“ als Ortsbezeichnung an); Hôtel et Rue de la Grange Battelière (ab März 1808), Rue St. Dominique d'Enfer n. 20 (B: 21.10.1808-Februar 1809).	{H0001618=Neuspanien|H0001618, H0008129=Paris|H0008129}	{H0002158=Prinzen Wilhelm|H0002158|https://upload.wikimedia.org/wikipedia/commons/4/46/Willem1783.jpg}	[]
H0014703	1808-11-19	H. spricht von der Nähe seiner „Thibetanischen Expedition“ (Brief an J. F. von Cotta, 19.11.1808).	{}	{H0013206=J. F. von Cotta|H0013206|https://upload.wikimedia.org/wikipedia/commons/7/77/Karl_Jakob_Theodor_Leybold_-_Bildnis_des_Johann_Friedrich_von_Cotta.jpg}	[]
H0014704	1808-12-23	H. ißt zu Mittag bei dem französischen Außenminister Jean Baptiste Nompère de Champagny (1756–1834). Anwesend: Voght und der russ. Minister Graf Nikolaj Petrovic Romancov (1754–1826). H. will in zwei Jahren nach Fertigstellung seines Reisewerkes nach Tibet und ins nördliche Indien reisen. Romancov hat den Auftrag, H. die Übernahme der Reisekosten durch die russ. Regierung anzubieten, H. will jedoch aus Gründen seiner Unabhängigkeit lieber auf eigene Kosten reisen.	{H0006686=Indien|H0006686, H0009370=Tibet|H0009370}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg}	[]
H0014705	1808-12-27	Mittagessen bei Suard in Paris, H. spricht über die Mexikaner. Anwesend: Voght und Cuvier.	{H0008129=Paris|H0008129}	{H0002885=Voght|H0002885|https://upload.wikimedia.org/wikipedia/commons/e/ec/CasparVoghtMosnier1801.jpg, H0013277=Cuvier|H0013277|https://upload.wikimedia.org/wikipedia/commons/7/78/Georges_Cuvier_3.jpg}	[]
H0014706	1808	H. lernt in Paris August von Hedemann (1785–1859) kennen, der wohl zum Gefolge des Prinzen Wilhelm gehört. Hedemann heiratet 1815 Adelheid von Humboldt (1800–1856), eine Tochter von Wilhelm und Caroline von Humboldt.	{H0008129=Paris|H0008129}	{H0002158=Prinzen Wilhelm|H0002158|https://upload.wikimedia.org/wikipedia/commons/4/46/Willem1783.jpg, H0012060=Caroline von Dacheröden|H0012060|https://upload.wikimedia.org/wikipedia/commons/e/ed/Carolina_von_Humboldt_mit_Gitarre.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0000669	1810-01-18	H. erhält den Roten Adler-Orden III. Klasse zusammen mit seinem Bruder Wilhelm, Hufeland, Karsten, Willdenow und Iffland.	{}	{H0006403=Karl Ludwig Willdenow|H0006403|https://upload.wikimedia.org/wikipedia/commons/9/91/Karl_Ludwig_Willdenow.jpg, H0012037=Hufeland|H0012037|https://upload.wikimedia.org/wikipedia/commons/1/12/Christoph_Wilhelm_Hufeland.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg, H0015284=August Wilhelm Iffland|H0015284|https://upload.wikimedia.org/wikipedia/commons/7/7d/August_Wilhelm_Iffland_Johann_Stephan_Decker.jpg}	[]
H0000670	1810-05-14	H. wird „Associé étranger“ des „Institut“ in Paris.	{H0008129=Paris|H0008129}	{}	[]
H0000671	1810-09	H. lehnt einen Vorschlag Hardenbergs ab, sich als Nachfolger seines Bruders Wilhelm von Humboldt zum „Director des Kultus und der wissenschaftlichen Anstalten“ mit der Aussicht auf den Ministertitel nach Berlin berufen zu lassen.	{}	{H0011658=Hardenberg|H0011658|https://upload.wikimedia.org/wikipedia/commons/9/9c/Hardenberg.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0000672	1810-12-17	Leopold von Buch wohnt in Paris bei H.	{H0008129=Paris|H0008129}	{H0003735=Leopold von Buch|H0003735|https://upload.wikimedia.org/wikipedia/commons/7/75/Leopold_von_Buch%2C_Carl_Josef_Begas%2C_C_Fischer_%281850%29.jpg}	[]
H0006057	1811-02-07	H. wird Mitglied der „Real Academia“ in Madrid.	{H0008564=Madrid|H0008564}	{}	[]
H0006058	1811-02-20	H. bei dem Minister des Innern Jean Pierre Bachasson Comte de Montalivet (1766–1823); große Gesellschaft mit sieben- bis achthundert Menschen.	{}	{}	[]
H0006059	1811-04-08	H. liest im „Institut“ über die „mouvements propres de quelques étoiles“.	{}	{}	[]
H0006060	1811-07-29	H. liest im „Institut“ über „le zodiaque et le calendrier mexicain“ (Fortsetzungen 5. und 19.8., Schluß 26.8.).	{}	{}	[]
H0006061	1811-10-10	H. reist in der Nacht zum 11.10. mit dem Altphilologen Carl Benedikt Hase (1780–1864) von Paris ab, um seinen Bruder, damals preußischer Gesandter in Wien, zu besuchen und um ein finanzielles Arrangement mit ihm zu treffen, das jedoch nicht zustande kommt.	{H0007962=Wien|H0007962, H0008129=Paris|H0008129}	{H0011682=K. B. Hase|H0011682|https://upload.wikimedia.org/wikipedia/commons/1/1a/Karl_Benedikt_Hase_%28IZ_43-1864_S_272%29.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0006062	1811-10-21	H. trifft in Wien ein (Aufenthalt bis 24.11.), trifft hier erneut mit Hammer-Purgstall zusammen. Von Wien aus unternimmt H. um den 29.10. mit seinem Bruder eine Reise nach Preßburg (Anwesenheit dort B: 5.11.), weil das österreichische Kaiserpaar ihn zu sehen wünscht; Rückkehr nach Wien für den 12.11. vorgesehen; am 13.11. wieder in Wien.	{H0007962=Wien|H0007962}	{H0011634=Joseph Frh. von Hammer-Purgstall|H0011634|https://upload.wikimedia.org/wikipedia/commons/1/10/Hammer_Purgstall.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0006063	1811-11-24	H. reist mit K. B. Hase von Wien ab und trifft am 27.11. um 21 Uhr in München ein. 1811–11- Ende H. nimmt an der Taufe des späteren Königs Maximilian II., Joseph von Bayern (geb. am 28.11.), teil (Beleg: H. an den Nürnberger Bibliothekar Friedrich Wilhelm Ghillany vom 18.12.1852).	{H0007962=Wien|H0007962, H0009046=München|H0009046}	{H0003163=Maximilian II. von Bayern|H0003163|https://upload.wikimedia.org/wikipedia/commons/1/1e/MaximilianII.jpg, H0011682=K. B. Hase|H0011682|https://upload.wikimedia.org/wikipedia/commons/1/1a/Karl_Benedikt_Hase_%28IZ_43-1864_S_272%29.jpg}	[]
H0006064	1811-12-02	H. verläßt München nach einem Aufenthalt von vier Tagen. Er fährt über Stuttgart (Besuch von J. F. von Cotta) nach Straßburg (B: 6.12.).	{H0009046=München|H0009046, H0010365=Straßburg|H0010365, H0010371=Stuttgart|H0010371}	{H0013206=J. F. von Cotta|H0013206|https://upload.wikimedia.org/wikipedia/commons/7/77/Karl_Jakob_Theodor_Leybold_-_Bildnis_des_Johann_Friedrich_von_Cotta.jpg}	[]
H0006065	1811-12-02	„2. bis 3. Dec. T. Hr. Alexander von Humbold aus Berlin, mit Herrn Prof. Haase, reiset nach Tibet in Asien“ (Quelle: Augsburger Intelligenz-Blatt, 11.12.1811 unter „Gasthof zu den Drei Mohren“; Mitteilung von Thomas Wiercinski)	{H0005221=Berlin|H0005221, H0009370=Tibet|H0009370}	{H0011682=K. B. Hase|H0011682|https://upload.wikimedia.org/wikipedia/commons/1/1a/Karl_Benedikt_Hase_%28IZ_43-1864_S_272%29.jpg}	[]
H0006066	1811-12-19	H. wieder in Paris. Er wohnt Rue d'Enfer n. 67 (B: Dezember 1811–27.4. 1813).	{H0008129=Paris|H0008129}	{}	[]
H0002695	1792-02-26	H. feiert mit Freunden seinen Studienabschluß in Freiberg. Abreise wohl am selben Tag um 18 Uhr über Meißen nach Berlin.	{H0004805=Freiberg|H0004805, H0005221=Berlin|H0005221, H0008799=Meißen|H0008799}	{}	[]
H0002696	1792-02-27	H. trifft nach Beendigung seines Studiums in Freiberg wieder in Berlin ein.	{H0004805=Freiberg|H0004805, H0005221=Berlin|H0005221}	{}	[]
H0002697	1792-02-29	H. wird Assessor im preußischen Bergdepartement.	{}	{}	[]
H0002698	1792-03-06	H. erhält die am 29.2. ausgefertigte Ernennung zum Assessor cum voto im preußischen Bergdepartement.	{}	{}	[]
H0002699	1792-03-19	9–12 Uhr Session in der Berg-Administration Berlin.	{H0005221=Berlin|H0005221}	{}	[]
H0002700	1792-04-10	H. mit dem Reichsfreiherrn Karl vom und zum Stein (1757–1831) und Friedrich Wilhelm Graf von Reden (1752–1815) in Freiberg. Sie fahren am 8.4. von Freiberg über Dresden, Elsterwerda, Annaburg und Beelitz „in 2 Tagen und 1 Nacht“ zurück.	{H0004805=Freiberg|H0004805, H0005565=Dresden|H0005565}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0002701	1792-04-10	H. trifft in Potsdam ein.	{H0008392=Potsdam|H0008392}	{}	[]
H0002702	1792-04-11	H. wieder in Berlin; an den Wochenenden in Tegel.	{H0005221=Berlin|H0005221, H0009286=Tegel|H0009286}	{}	[]
H0002703	1792-06-04	H. bricht von Berlin über Tegel (5.6. bei seiner Mutter in Tegel) zu einer fünf- bis sechstägigen Inspektionsreise auf: Linurn (Torfstecherei), Zehdenick (Ziegelei), Rheinsberg (Fayence-Herstellung), dort am 6.6. eingetroffen.	{H0005221=Berlin|H0005221, H0009286=Tegel|H0009286}	{}	[]
H0002704	1792-06-12	Etwa von diesem Tage an besichtigt H. die Berliner Porzellanmanufaktur.	{}	{}	[]
H0002705	1792-06-17	H. verfasst in Berlin einen Bericht über die Fayence- und Steingutmanufaktur zu Rheinsberg – sein erstes wissenschaftlich-technisches Gutachten.	{H0005221=Berlin|H0005221}	{}	[]
H0002706	1792-06-29	H. bricht von Berlin zu einer Dienstreise nach Franken auf. Er reist über Zehlendorf und Potsdam nach Erfurt, wartet dort fünf Tage auf ein Commissoriale aus Bayreuth und begibt sich unterdes mit dem Bruder nach Jena (6.7.), von dort über Uhlstädt nach Saalfeld.	{H0005176=Bayreuth|H0005176, H0005221=Berlin|H0005221, H0005667=Erfurt|H0005667, H0006574=Jena|H0006574, H0008392=Potsdam|H0008392}	{}	[]
H0002707	1792-06	H. stellt Versuche über das Leuchten des Holzes und das Keimen der Pflanzen an (Brief an Freiesleben, 5.6.1792).	{}	{H0000264=Freiesleben|H0000264|https://upload.wikimedia.org/wikipedia/commons/f/f9/Johann_Carl_Freiesleben_1774-1846_%2801%29.JPG}	[]
H0002708	1792-06	H. arbeitet über Kristallisation, hat einen Ofen für chemische Experimente gebaut.	{}	{}	[]
H0002709	1792-07-03	H. nimmt an einer Sitzung der „Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften“ zu Erfurt teil.	{H0005667=Erfurt|H0005667}	{}	[]
H0002710	1792-07-07	H. besichtigt in Saalfeld das Wagnersche Blaufarbenwerk und die Zeche „Pelikan“ bei Saalfeld. Er fährt weiter über Schwefelloch bei Schmiedefeld, Kreis Neuhaus, nach Gräfenthal an der Zopte, wo er am 11.7. eintrifft.	{}	{}	[]
H0002711	1792-07-12	H. trifft in Ludwigstadt ein.	{}	{}	[]
H0002712	1792-07-13	Weiterreise über Lehesten (Thüringer Wald), Kreis Lobenstein, Wurzbach, Steben nach Naila.	{H0001544=Naila|H0001544}	{}	[]
H0002713	1792-07-14	Grubenbefahrungen in der Nähe von Steben.	{}	{}	[]
H0002714	1792-07-15	H. besichtigt das Loewelsche Vitriolwerk in der „Hölle“, die Gruben im Selbitztal, Höllengrund, Kemlas an der Saale, bei Gottmannsgrün, Berg Hadermannsgrün und auf dem Keilingstein.	{H0009705=Saale|H0009705}	{}	[]
H0002715	1792-07-16	H. besichtigt die Roteisenstein-Gruben bei Dürrenwaid, Gruben bei Geroldsgrün, Hochöfen bei Marxgrün, Lichtenberg, Geroldsgrün und Thiemitz.	{}	{}	[]
H0002716	1792-07-17	Weiterreise von Naila über Münchberg ins Goldkronacher Revier.	{H0001544=Naila|H0001544, H0010878=Goldkronacher Revier|H0010878}	{}	[]
H0002717	1792-07-17	„Herr Legations-Rath [Wilhelm von Humboldt], und 2) Herr Assesor von [Alexander von] Humboldt aus Berlin“ in Rudolstadt; Quelle: Rudolstädtisches Wochenblatt 1792, 28. Stück vom 17 Julius.	{H0005221=Berlin|H0005221}	{H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
